store_type,store,owned/rented,own_rent,city,rating,address,total_sqft,employees,programs,programs_val,Dpmo
Restraunt,7,owned,1,Chandigarh,1,"Opp Foot Bridge, E-245, Rua de Ourém, Altinho, Panaji, Goa 403001",9872,3,Locker,3,4
Grocery,3,owned,1,Dwarka,2,"66 d, Beauty Avenue, Amritsar, Punjab 143104",15000,12,3P,1,55
Pharmacy,7,owned,1,Mumbai,3,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",1800,3,3P,1,55
Lifestyle Store,5,owned,1,Mumbai,3,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",20002,10,3P,1,14
Movie theater,6,rented,2,Mumbai,3,"66 d, Beauty Avenue, Amritsar, Punjab 143104",1100,20,Locker,3,95
Departmental Store,2,owned,1,Dwarka,5,"Bhogilal Hargovindas, 2nd Floor, 18/20, K Dubash Marg, Behind Prince Of Wales Museum, Mumbai G.p.o(fort), VB Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",3300,5,Locker,3,50
Grocery,3,rented,2,Noida,2,"ground Floor, plot no New Plaza Marker, Gurgaon, 15, Sector 14, Gurugram, Haryana 122001",2837,20,3P,1,3
Departmental Store,2,owned,1,Gurgaon,4,"SCO 219 36 D, Chandigarh, 160036",1686,8,Locker,3,81
Departmental Store,2,owned,1,Mumbai,3,"Muthoot Sky Chef, No-120 Palayam Airport Road Near, Vallakkadavu, Thiruvananthapuram, Kerala 695008",10638,30,Helix,4,45
Grocery,3,owned,1,Gurgaon,5,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",2145,10,3P,1,3
Grocery,3,owned,1,Ghaziabad,4,"Shop No, 225, Rani Jhansi Rd, Mall Enclave, Civil Lines, Ludhiana, Punjab 141001",2090,12,IHS,2,65
Movie theater,6,rented,2,Mumbai,5,"pillar No 82 A13 Opposite Metro, Kailash Colony, New Delhi, Delhi 110048",23452,11,Locker,3,15
Lifestyle Store,5,owned,1,Gurgaon,3,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",1200,25,Locker,3,50
Departmental Store,2,rented,2,Jalandar,3,"Shop No, 225, Rani Jhansi Rd, Mall Enclave, Civil Lines, Ludhiana, Punjab 141001",23413,11,Locker,3,24
Movie theater,6,owned,1,Ghaziabad,2,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",1200,12,Locker,3,56
Pharmacy,7,owned,1,Noida,2,"Plot C 38-39, Bandra Kurla Complex, Opp MCA Cricket Club, Level 10, A Wing, Crescenzo Building, G Block, Mumbai, Maharashtra 400051",20002,18,IHS,2,54
Restraunt,7,owned,1,Gurgaon,2,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",1800,10,3P,1,16
Lifestyle Store,5,owned,1,Nagpur,4,"Bhogilal Hargovindas, 2nd Floor, 18/20, K Dubash Marg, Behind Prince Of Wales Museum, Mumbai G.p.o(fort), VB Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",23452,11,3P,1,55
Movie theater,6,owned,1,Noida,1,"DLF Mall Of India, Sector 18, Noida, Uttar Pradesh 201301",2214,11,3P,1,45
Lifestyle Store,5,rented,2,Mumbai,3,"Opp Foot Bridge, E-245, Rua de Ourém, Altinho, Panaji, Goa 403001",1299,12,3P,1,8
Movie theater,6,owned,1,Noida,3,"No 92, Appu Rao Road, 6Th Main, Bull Temple Rd, Raghavendra Colony, Chamrajpet, Bengaluru, Karnataka 560019",20002,3,Locker,3,16
Pharmacy,7,owned,1,Gurgaon,3,"SCO-7, Basement, Boparai Complex, Ranjit Ave, Amritsar, Punjab 143001",23413,10,IHS,2,52
Grocery,3,rented,2,CP,5,"Royal Calcutta Golf Club, Prince Golam Mohammad Shah Rd, Golf Gardens, Tollygunge, Kolkata, West Bengal 700095",2296,25,IHS,2,9
Movie theater,6,owned,1,Noida,5,"251, Sector 37A, Sector 37, Chandigarh, 160036",1800,20,Locker,3,4
Restraunt,7,rented,2,Chandigarh,3,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",1899,6,Locker,3,50
Departmental Store,2,owned,1,Dwarka,3,"SN 85, Kala Niketan, The Mall Rd, Nr Minerva Hotel, Shimla, Himachal Pradesh 171001",1200,30,IHS,2,8
Movie theater,6,owned,1,Dwarka,1,"Shop No, 225, Rani Jhansi Rd, Mall Enclave, Civil Lines, Ludhiana, Punjab 141001",2140,3,Locker,3,9
Restraunt,7,owned,1,Ahemdabad,5,"5/175/18(3), Opposite Government High School, Shantinagar, Durgabhat, Ponda, Goa 403401",1000,30,IHS,2,9
Grocery,3,owned,1,Ghaziabad,4,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",1299,25,IHS,2,21
Bank,1,rented,2,Lucknow,3,"5P, Ashutosh mukherjee road, First floor, Kolkata, West Bengal 700020",18002,25,Locker,3,50
Movie theater,6,owned,1,Ahemdabad,3,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",18002,11,IHS,2,45
Bank,1,rented,2,Noida,4,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",3864,12,IHS,2,15
Departmental Store,2,owned,1,Noida,3,"No.562, 640, Bannerghatta Main Rd, Ranka Colony, Bilekahalli, Bengaluru, Karnataka 560076",13970,30,Locker,3,3
Departmental Store,2,rented,2,Jalandar,4,"Building No: 36A, Mall Road, Amritsar, Punjab 143001",1200,11,Locker,3,45
Lifestyle Store,5,owned,1,CP,4,"157, Khadilkar Road, Shop No. 8; Nawalkar Bldg, Girgaon, Mumbai, Maharashtra 400004",23452,12,3P,1,32
Departmental Store,2,owned,1,Gurgaon,5,"Velgau, Santa Inez, Panaji, Goa 403001",1295,20,3P,1,55
Gym,4,owned,1,Karol Bagh,3,"A-194, Okhla Industrial Area, Phase-1, Pocket C, Okhla Phase I, Okhla Industrial Area, New Delhi, Delhi 110020",18234,20,3P,1,90
Departmental Store,2,owned,1,Gurgaon,1,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",4219,3,Locker,3,55
Movie theater,6,owned,1,Karol Bagh,3,"Reliance MediaWorks Ltd, Ansal Plaza, 3rd, G Block, Palam Vihar, Gurugram, Haryana 122017",10000,5,Locker,3,23
Lifestyle Store,5,owned,1,Noida,5,"Himalaya Marg, Kajheri Village, Sector 52, Chandigarh, 160056",23413,5,3P,1,56
Pharmacy,7,owned,1,Nagpur,3,"Chintel House, 501, National Highway 25, 16, Station Rd, Udaiganj, Lalkuan, Lucknow, Uttar Pradesh 226019",3897,6,Locker,3,15
Departmental Store,2,rented,2,Ghaziabad,3,"Citrine - The Multi Designer Store, Uniworth Center, 70A Shakespeare Sarani, Kolkata, West Bengal 700017",15000,15,Helix,4,45
Grocery,3,owned,1,Dwarka,4,"Mathura Rd, Opposite Mohan Estata Metro Station, Delhi Metro Housing Complex, Ali Extension, Madanpur Khadar, New Delhi, Delhi 110076",7669,10,IHS,2,45
Grocery,3,owned,1,Pune,5,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",12000,23,IHS,2,45
Gym,4,rented,2,Noida,5,"6, New Market, Totu, Shimla, Himachal Pradesh 171011",36125,30,Locker,3,42
Grocery,3,rented,2,Noida,2,"Durga Bhawan ,Behind Aparna Building,Khalini, Shimla, Himachal Pradesh 171002",20002,20,IHS,2,50
Departmental Store,2,owned,1,Gandhinagar,3,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",3945,4,3P,1,24
Pharmacy,7,owned,1,Gurgaon,5,"Durga Bhawan ,Behind Aparna Building,Khalini, Shimla, Himachal Pradesh 171002",12983,12,3P,1,54
Lifestyle Store,5,owned,1,Gandhinagar,3,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",23452,3,Locker,3,15
Gym,4,rented,2,Mumbai,5,"Mathura Rd, Opposite Mohan Estata Metro Station, Delhi Metro Housing Complex, Ali Extension, Madanpur Khadar, New Delhi, Delhi 110076",1143,10,Locker,3,95
Grocery,3,rented,2,CP,5,"12, Chandragupta Marg, Chanakyapuri, New Delhi, Delhi 110021",47425,20,Locker,3,22
Restraunt,7,owned,1,Gandhinagar,5,"271/1, Dr Hira Singh Rd, Maya Nagar, Ludhiana, Punjab 141001",3450,10,IHS,2,50
Pharmacy,7,owned,1,Mumbai,3,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",11000,12,Locker,3,45
Restraunt,7,rented,2,Gurgaon,2,"Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes, Thiruvananthapuram, Kerala 695010",2905,12,Locker,3,54
Departmental Store,2,rented,2,Ghaziabad,3,"Movers and Packers Gurgaon, Movers and Packers In Gurgaon Packers and Movers Gurgaon, Movers and Packers Gurgaon, Jharsa Rd, Prem Puri, Sector 32, Gurugram, Haryana 122001",1817,30,Locker,3,81
Movie theater,6,owned,1,Dwarka,5,"Plot C 38-39, Bandra Kurla Complex, Opp MCA Cricket Club, Level 10, A Wing, Crescenzo Building, G Block, Mumbai, Maharashtra 400051",6390,11,Locker,3,42
Bank,1,owned,1,Gurgaon,3,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",10000,11,Locker,3,23
Grocery,3,owned,1,Chandigarh,3,"Bhogilal Hargovindas, 2nd Floor, 18/20, K Dubash Marg, Behind Prince Of Wales Museum, Mumbai G.p.o(fort), VB Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",11000,11,Locker,3,78
Departmental Store,2,rented,2,Karol Bagh,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",1200,6,3P,1,55
Gym,4,owned,1,CP,4,"157, Khadilkar Road, Shop No. 8; Nawalkar Bldg, Girgaon, Mumbai, Maharashtra 400004",2151,25,Helix,4,4
Grocery,3,owned,1,CP,3,"SCO 10, Bridge Market, 17D, Sector 17 E, Chandigarh, 160017",10000,14,Locker,3,18
Grocery,3,owned,1,Dwarka,3,"E/1-282, Gauravaddo, Calangute, Goa 403516",10000,3,3P,1,72
Movie theater,6,owned,1,Dwarka,3,"Court, Labour Court Building, Top Floor Old Railway Road, Near District, Gurugram, Haryana 122001",2838,10,Locker,3,45
Departmental Store,2,owned,1,Noida,5,"Hambran Rd, Partap Singhwala, Ludhiana, Punjab 141008",6362,14,3P,1,56
Pharmacy,7,owned,1,Gurgaon,3,"Reliance MediaWorks Ltd, Ansal Plaza, 3rd, G Block, Palam Vihar, Gurugram, Haryana 122017",20002,7,3P,1,15
Gym,4,rented,2,Mumbai,2,"Hambran Rd, Partap Singhwala, Ludhiana, Punjab 141008",1200,6,IHS,2,8
Movie theater,6,owned,1,Gurgaon,3,"183, Silver County Road, Kudlu, Bengaluru, Karnataka 560068",10000,12,Locker,3,4
Grocery,3,owned,1,Mumbai,3,"ground Floor, plot no New Plaza Marker, Gurgaon, 15, Sector 14, Gurugram, Haryana 122001",23413,12,Locker,3,16
Grocery,3,owned,1,Mumbai,1,"Hambran Rd, Partap Singhwala, Ludhiana, Punjab 141008",12983,10,IHS,2,59
Bank,1,owned,1,CP,3,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",1299,10,IHS,2,54
Departmental Store,2,owned,1,CP,3,"5/175/18(3), Opposite Government High School, Shantinagar, Durgabhat, Ponda, Goa 403401",1234,12,Locker,3,50
Grocery,3,owned,1,Pune,4,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",74318.4,15,Locker,3,55
Restraunt,7,owned,1,CP,5,"SCO-59, 60 Near-Huda Market, Near Apollo Clinic, Sector 56, Gurugram, Haryana 122002",4940,5,3P,1,8
Restraunt,7,owned,1,Ghaziabad,3,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",2852,6,Locker,3,7
Bank,1,owned,1,CP,3,"SN 85, Kala Niketan, The Mall Rd, Nr Minerva Hotel, Shimla, Himachal Pradesh 171001",2178,4,Locker,3,67
Gym,4,owned,1,Noida,3,"ground Floor, plot no New Plaza Marker, Gurgaon, 15, Sector 14, Gurugram, Haryana 122001",1953,8,Locker,3,15
Restraunt,7,owned,1,Gandhinagar,4,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",1299,20,Locker,3,16
Departmental Store,2,rented,2,Gandhinagar,4,"271/1, Dr Hira Singh Rd, Maya Nagar, Ludhiana, Punjab 141001",18002,10,Locker,3,13
Departmental Store,2,rented,2,Gurgaon,5,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",10125,4,IHS,2,8
Movie theater,6,owned,1,Noida,2,"1-G, Malhar Cinema Rd, G - Block, Sarabha Nagar, Ludhiana, Punjab 141001",11000,3,IHS,2,8
Lifestyle Store,5,owned,1,Ghaziabad,1,"251, Sector 37A, Sector 37, Chandigarh, 160036",2296,25,3P,1,72
Bank,1,owned,1,Dwarka,4,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",10000,5,Locker,3,14
Restraunt,7,rented,2,CP,5,"Shop No. 5, Labh Ashish CHSL, Opp. CNM School Dadabhai Road, Off, SV Rd, Vile Parle West, Mumbai, Maharashtra 400056",24900,10,Locker,3,3
Restraunt,7,rented,2,CP,3,address,18002,5,IHS,2,89
Restraunt,7,owned,1,Noida,5,"Himalaya Marg, Kajheri Village, Sector 52, Chandigarh, 160056",2800,3,Locker,3,16
Movie theater,6,owned,1,Dwarka,3,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",10000,20,Locker,3,50
Lifestyle Store,5,rented,2,Dwarka,3,"Vivek Khand 3, Gomti Nagar, Lucknow, Uttar Pradesh 226010",1299,14,IHS,2,8
Movie theater,6,owned,1,Noida,4,"Haiko mall, Main Street, Central Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",10000,17,3P,1,24
Lifestyle Store,5,owned,1,Gurgaon,5,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",3450,11,Locker,3,20
Gym,4,owned,1,Noida,5,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",4494,4,3P,1,8
Movie theater,6,owned,1,Gurgaon,4,"43, BRIGADE ROAD, CIVIL STATION, Bengaluru, Karnataka 560001",1514,12,Locker,3,55
Lifestyle Store,5,owned,1,Ghaziabad,5,"BAY SHOP NO 53, 15D, Sector 15, Chandigarh, 160015",1299,25,IHS,2,3
Lifestyle Store,5,owned,1,Dwarka,3,"No 92, Appu Rao Road, 6Th Main, Bull Temple Rd, Raghavendra Colony, Chamrajpet, Bengaluru, Karnataka 560019",3897,10,Helix,4,23
Gym,4,owned,1,Karol Bagh,3,"Velgau, Santa Inez, Panaji, Goa 403001",1800,11,Locker,3,50
Restraunt,7,owned,1,Jalandar,4,"97/1-a, Near Modi Hospital, Khirki, Main Press Enclave Road, Malviya Nagar, Malviya Nagar, Khirki Extension, Khidki Village, Malviya Nagar, New Delhi, Delhi 110017",11000,10,Helix,4,20
Bank,1,owned,1,Noida,5,"Himalaya Marg, Kajheri Village, Sector 52, Chandigarh, 160056",10620,10,Locker,3,3
Departmental Store,2,owned,1,Ghaziabad,2,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",1200,11,IHS,2,45
Bank,1,owned,1,Gurgaon,3,"Reliance MediaWorks Ltd, Ansal Plaza, 3rd, G Block, Palam Vihar, Gurugram, Haryana 122017",24900,10,3P,1,45
Movie theater,6,owned,1,Dwarka,3,"Chahrajwala, Grand Trunk Rd, Putligarh, Amritsar, Punjab 143001",13970,11,IHS,2,32
Movie theater,6,owned,1,Mumbai,3,"150, 12th Cross Rd, 2nd Phase, JP Nagar, Bengaluru, Karnataka 560078",1899,14,3P,1,23
Grocery,3,owned,1,Gurgaon,3,"Shop No. 5, Labh Ashish CHSL, Opp. CNM School Dadabhai Road, Off, SV Rd, Vile Parle West, Mumbai, Maharashtra 400056",2630,11,Locker,3,12
Restraunt,7,owned,1,Ghaziabad,3,"Plot C 38-39, Bandra Kurla Complex, Opp MCA Cricket Club, Level 10, A Wing, Crescenzo Building, G Block, Mumbai, Maharashtra 400051",1143,12,Helix,4,16
Movie theater,6,owned,1,Gandhinagar,1,"Court, Labour Court Building, Top Floor Old Railway Road, Near District, Gurugram, Haryana 122001",12983,6,Locker,3,95
Departmental Store,2,owned,1,CP,5,"66 d, Beauty Avenue, Amritsar, Punjab 143104",11000,6,Helix,4,50
Lifestyle Store,5,rented,2,Noida,5,"Booth No 7, Madhya Marg, Near SCO No 17, Sector 7C, Chandigarh, 160001",2837,12,IHS,2,67
Gym,4,owned,1,Dwarka,3,"A-194, Okhla Industrial Area, Phase-1, Pocket C, Okhla Phase I, Okhla Industrial Area, New Delhi, Delhi 110020",11000,15,IHS,2,45
Pharmacy,7,owned,1,Dwarka,3,"9A, Rohtas Pandit House, Shahnajaf Rd, Hazratganj, Lucknow, Uttar Pradesh 226001",2301,10,Locker,3,16
Lifestyle Store,5,owned,1,Dwarka,5,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",7918,25,IHS,2,16
Restraunt,7,owned,1,Gurgaon,3,"4N Block, Srirampura, Bengaluru, Karnataka 560021",9397,6,3P,1,50
Movie theater,6,owned,1,Mumbai,3,"157, Khadilkar Road, Shop No. 8; Nawalkar Bldg, Girgaon, Mumbai, Maharashtra 400004",2800,3,IHS,2,23
Restraunt,7,owned,1,CP,2,"Durga Bhawan ,Behind Aparna Building,Khalini, Shimla, Himachal Pradesh 171002",1299,10,Locker,3,81
Restraunt,7,owned,1,Gurgaon,3,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",18002,14,Locker,3,20
Grocery,3,owned,1,Noida,5,"43, BRIGADE ROAD, CIVIL STATION, Bengaluru, Karnataka 560001",9872,25,IHS,2,90
Grocery,3,owned,1,Mumbai,5,"Old Railway Rd, Kheri, Laxman Garden, Sector 105, Gurugram, Haryana 122001",13970,15,IHS,2,50
Bank,1,owned,1,Gurgaon,4,"block no 331 shop, No 5, 15 A, A Block, Sector 15, Noida, Uttar Pradesh 201301",18002,6,3P,1,9
Gym,4,rented,2,CP,5,"Chahrajwala, Grand Trunk Rd, Putligarh, Amritsar, Punjab 143001",2837,10,Helix,4,55
Departmental Store,2,owned,1,Ahemdabad,4,"SN 85, Kala Niketan, The Mall Rd, Nr Minerva Hotel, Shimla, Himachal Pradesh 171001",18002,11,IHS,2,8
Pharmacy,7,owned,1,Mumbai,5,"Hig B1 Aphb colony Opposite DLF Building Gate no 2 Lane next to Redisson Hotel, Gachibowli, Hyderabad, Telangana 500032",1527,12,3P,1,45
Departmental Store,2,rented,2,Mumbai,4,"E/1-282, Gauravaddo, Calangute, Goa 403516",2630,5,IHS,2,45
Gym,4,owned,1,CP,2,"SJRA 230, KOCHI COCHIN ERNAKULAM KERALA, S Janatha Rd, Palarivattom, Kochi, Kerala 6820250",24900,11,3P,1,90
Grocery,3,owned,1,Nagpur,2,"SCO-7, Basement, Boparai Complex, Ranjit Ave, Amritsar, Punjab 143001",18002,5,IHS,2,81
Departmental Store,2,rented,2,Mumbai,1,"DLF Mall Of India, Sector 18, Noida, Uttar Pradesh 201301",2837,3,3P,1,55
Gym,4,owned,1,Dwarka,1,"Plot No. 301, 1, Vaddy, Siolim, Goa 403517",4492,10,IHS,2,89
Departmental Store,2,owned,1,Karol Bagh,2,"SCO 10, Bridge Market, 17D, Sector 17 E, Chandigarh, 160017",3945,4,Locker,3,19
Gym,4,owned,1,Gandhinagar,1,"43, BRIGADE ROAD, CIVIL STATION, Bengaluru, Karnataka 560001",23413,10,IHS,2,20
Restraunt,7,owned,1,Ghaziabad,1,"Shop No 2043, Burail, Sector 45, A, Chandigarh 160047",74767,10,3P,1,78
Departmental Store,2,owned,1,Noida,2,"No 92, Appu Rao Road, 6Th Main, Bull Temple Rd, Raghavendra Colony, Chamrajpet, Bengaluru, Karnataka 560019",2498,25,Locker,3,52
Restraunt,7,owned,1,Mumbai,1,"Subhash Rd, Vishnu Prasad Society, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",2178,5,IHS,2,15
Movie theater,6,owned,1,CP,5,"4N Block, Srirampura, Bengaluru, Karnataka 560021",15000,5,3P,1,90
Departmental Store,2,owned,1,Ghaziabad,2,"SCO 219 36 D, Chandigarh, 160036",36125,10,3P,1,23
Grocery,3,owned,1,Ghaziabad,2,"Gurdev Nagar Silver Arc Mall, 3rd &5th floor, Gurdev Nagar, Ludhiana, Punjab 141001",74767,12,Locker,3,54
Movie theater,6,owned,1,Jalandar,2,"4N Block, Srirampura, Bengaluru, Karnataka 560021",1143,10,3P,1,20
Bank,1,rented,2,Mumbai,3,"4N Block, Srirampura, Bengaluru, Karnataka 560021",12000,20,IHS,2,54
Lifestyle Store,5,owned,1,Gandhinagar,4,"E/1-282, Gauravaddo, Calangute, Goa 403516",11000,10,Helix,4,50
Movie theater,6,owned,1,Noida,3,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",1858,5,3P,1,4
Movie theater,6,owned,1,Gurgaon,3,"Old Railway Rd, Kheri, Laxman Garden, Sector 105, Gurugram, Haryana 122001",11000,3,3P,1,4
Gym,4,owned,1,Mumbai,5,"97/1-a, Near Modi Hospital, Khirki, Main Press Enclave Road, Malviya Nagar, Malviya Nagar, Khirki Extension, Khidki Village, Malviya Nagar, New Delhi, Delhi 110017",1514,20,3P,1,90
Gym,4,owned,1,Mumbai,3,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",1326,10,3P,1,45
Grocery,3,owned,1,Karol Bagh,3,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",15000,12,Locker,3,32
Bank,1,owned,1,Amritsar,1,"157, Khadilkar Road, Shop No. 8; Nawalkar Bldg, Girgaon, Mumbai, Maharashtra 400004",23413,5,3P,1,14
Pharmacy,7,rented,2,Gurgaon,2,"Near Garden Cafe, Edappally - Pukkattupady Rd, Edappally Toll, Unnichira, Koonamthai, Edappally, Ernakulam, Kerala 682024",2155,8,Helix,4,45
Departmental Store,2,owned,1,Noida,4,"Shop No. 5, Labh Ashish CHSL, Opp. CNM School Dadabhai Road, Off, SV Rd, Vile Parle West, Mumbai, Maharashtra 400056",1100,6,Locker,3,45
Departmental Store,2,rented,2,Chandigarh,5,"4-9D, Radha Krishna Tower, Basement Sec.4, Vaishali Main Market, Opp.- Shopprix Mall, Ghaziabad, Uttar Pradesh 201014",2837,6,Helix,4,24
Grocery,3,owned,1,Mumbai,4,"Plot C 38-39, Bandra Kurla Complex, Opp MCA Cricket Club, Level 10, A Wing, Crescenzo Building, G Block, Mumbai, Maharashtra 400051",1299,10,3P,1,24
Gym,4,owned,1,Gurgaon,2,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",1200,24,Locker,3,23
Departmental Store,2,rented,2,Noida,3,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",2151,14,Locker,3,11
Gym,4,owned,1,Mumbai,5,"Chahrajwala, Grand Trunk Rd, Putligarh, Amritsar, Punjab 143001",1299,14,Helix,4,31
Departmental Store,2,rented,2,Dwarka,3,"E/1-282, Gauravaddo, Calangute, Goa 403516",7870,12,Locker,3,32
Restraunt,7,owned,1,Gurgaon,2,"SCO 85, Inner Market, 35C, Chandigarh, 160022",20002,10,Locker,3,90
Lifestyle Store,5,rented,2,CP,2,"106, Canal Street, 1st Floor, Shreebhumi, Lake Town, Kolkata, West Bengal 700048",10000,30,IHS,2,21
Lifestyle Store,5,owned,1,Noida,2,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",18002,20,Helix,4,81
Restraunt,7,owned,1,Mumbai,3,"E/1-282, Gauravaddo, Calangute, Goa 403516",12983,10,3P,1,3
Departmental Store,2,owned,1,Noida,3,"3rd Floor The Great India Place Plot No A-2, Noida, Uttar Pradesh 201301",36125,10,Locker,3,67
Grocery,3,owned,1,Mumbai,3,"Shop No, 225, Rani Jhansi Rd, Mall Enclave, Civil Lines, Ludhiana, Punjab 141001",12983,14,3P,1,22
Departmental Store,2,owned,1,Gurgaon,3,"Goa Mall MALL DE GOA NH66 PORVORIM, PILEME, Porvorim, Pilerne, Goa 403501",35000,10,Locker,3,55
Grocery,3,owned,1,Gandhinagar,3,"Hambran Rd, Partap Singhwala, Ludhiana, Punjab 141008",6362,11,Locker,3,89
Restraunt,7,owned,1,Dwarka,3,"1, Gwalior Road, Baluganj, Rakabganj, Agra, Uttar Pradesh 282001",2800,30,Locker,3,13
Departmental Store,2,owned,1,Mumbai,3,"Bhogilal Hargovindas, 2nd Floor, 18/20, K Dubash Marg, Behind Prince Of Wales Museum, Mumbai G.p.o(fort), VB Gandhi Road, Kala Ghoda, Fort, Mumbai, Maharashtra 400001",4492,10,3P,1,8
Bank,1,owned,1,Chandigarh,2,"SCO-7, Basement, Boparai Complex, Ranjit Ave, Amritsar, Punjab 143001",23452,5,Helix,4,45
Departmental Store,2,owned,1,Chandigarh,5,"271/1, Dr Hira Singh Rd, Maya Nagar, Ludhiana, Punjab 141001",18002,5,IHS,2,13
Grocery,3,rented,2,Lucknow,2,"115-117, Jhalawar, Patanwala Indl. Estate,Opp, Shreyas Cinema Road, LBS Rd, Ghatkopar West, Mumbai, Maharashtra 400086",23413,12,IHS,2,3
Departmental Store,2,owned,1,Jalandar,4,"5/175/18(3), Opposite Government High School, Shantinagar, Durgabhat, Ponda, Goa 403401",12983,3,Locker,3,59
Gym,4,rented,2,Dwarka,3,"Durga Bhawan ,Behind Aparna Building,Khalini, Shimla, Himachal Pradesh 171002",30875,3,IHS,2,12
Pharmacy,7,owned,1,Chandigarh,5,"27th Cross Rd, Jayanagar East, Jaya Nagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011",18002,5,Locker,3,59
Grocery,3,owned,1,Ahemdabad,1,"12, Chandragupta Marg, Chanakyapuri, New Delhi, Delhi 110021",1200,10,Locker,3,95
Movie theater,6,owned,1,CP,4,"Kanchanjunga Towers, Behind double tree by Hilton, Near, 122011, Sector 56, Gurugram, Haryana 122011",20002,25,IHS,2,65
Movie theater,6,owned,1,Noida,3,"43, BRIGADE ROAD, CIVIL STATION, Bengaluru, Karnataka 560001",1830,11,Locker,3,81
